participant,age,gender,gender_other,likert_pos_e_01_unsteered_1,likert_pos_e_01_unsteered_2,likert_pos_e_01_unsteered_3,likert_pos_e_01_repe_only_1,likert_pos_e_01_repe_only_2,likert_pos_e_01_repe_only_3,likert_pos_e_01_pe_only_1,likert_pos_e_01_pe_only_2,likert_pos_e_01_pe_only_3,likert_pos_e_01_hybrid_1,likert_pos_e_01_hybrid_2,likert_pos_e_01_hybrid_3,likert_pos_e_02_unsteered_1,likert_pos_e_02_unsteered_2,likert_pos_e_02_unsteered_3,likert_pos_e_02_repe_only_1,likert_pos_e_02_repe_only_2,likert_pos_e_02_repe_only_3,likert_pos_e_02_pe_only_1,likert_pos_e_02_pe_only_2,likert_pos_e_02_pe_only_3,likert_pos_e_02_hybrid_1,likert_pos_e_02_hybrid_2,likert_pos_e_02_hybrid_3,likert_pos_e_04_unsteered_1,likert_pos_e_04_unsteered_2,likert_pos_e_04_unsteered_3,likert_pos_e_04_repe_only_1,likert_pos_e_04_repe_only_2,likert_pos_e_04_repe_only_3,likert_pos_e_04_pe_only_1,likert_pos_e_04_pe_only_2,likert_pos_e_04_pe_only_3,likert_pos_e_04_hybrid_1,likert_pos_e_04_hybrid_2,likert_pos_e_04_hybrid_3,likert_neg_e_02_unsteered_1,likert_neg_e_02_unsteered_2,likert_neg_e_02_unsteered_3,likert_neg_e_02_repe_only_1,likert_neg_e_02_repe_only_2,likert_neg_e_02_repe_only_3,likert_neg_e_02_pe_only_1,likert_neg_e_02_pe_only_2,likert_neg_e_02_pe_only_3,likert_neg_e_02_hybrid_1,likert_neg_e_02_hybrid_2,likert_neg_e_02_hybrid_3,likert_neg_e_12_unsteered_1,likert_neg_e_12_unsteered_2,likert_neg_e_12_unsteered_3,likert_neg_e_12_repe_only_1,likert_neg_e_12_repe_only_2,likert_neg_e_12_repe_only_3,likert_neg_e_12_pe_only_1,likert_neg_e_12_pe_only_2,likert_neg_e_12_pe_only_3,likert_neg_e_12_hybrid_1,likert_neg_e_12_hybrid_2,likert_neg_e_12_hybrid_3,likert_high_p_05_unsteered_1,likert_high_p_05_unsteered_2,likert_high_p_05_unsteered_3,likert_high_p_05_repe_only_1,likert_high_p_05_repe_only_2,likert_high_p_05_repe_only_3,likert_high_p_05_pe_only_1,likert_high_p_05_pe_only_2,likert_high_p_05_pe_only_3,likert_high_p_05_hybrid_1,likert_high_p_05_hybrid_2,likert_high_p_05_hybrid_3,likert_high_p_14_unsteered_1,likert_high_p_14_unsteered_2,likert_high_p_14_unsteered_3,likert_high_p_14_repe_only_1,likert_high_p_14_repe_only_2,likert_high_p_14_repe_only_3,likert_high_p_14_pe_only_1,likert_high_p_14_pe_only_2,likert_high_p_14_pe_only_3,likert_high_p_14_hybrid_1,likert_high_p_14_hybrid_2,likert_high_p_14_hybrid_3,likert_low_p_01_unsteered_1,likert_low_p_01_unsteered_2,likert_low_p_01_unsteered_3,likert_low_p_01_repe_only_1,likert_low_p_01_repe_only_2,likert_low_p_01_repe_only_3,likert_low_p_01_pe_only_1,likert_low_p_01_pe_only_2,likert_low_p_01_pe_only_3,likert_low_p_01_hybrid_1,likert_low_p_01_hybrid_2,likert_low_p_01_hybrid_3,likert_low_p_02_unsteered_1,likert_low_p_02_unsteered_2,likert_low_p_02_unsteered_3,likert_low_p_02_repe_only_1,likert_low_p_02_repe_only_2,likert_low_p_02_repe_only_3,likert_low_p_02_pe_only_1,likert_low_p_02_pe_only_2,likert_low_p_02_pe_only_3,likert_low_p_02_hybrid_1,likert_low_p_02_hybrid_2,likert_low_p_02_hybrid_3,likert_high_a_03_unsteered_1,likert_high_a_03_unsteered_2,likert_high_a_03_unsteered_3,likert_high_a_03_repe_only_1,likert_high_a_03_repe_only_2,likert_high_a_03_repe_only_3,likert_high_a_03_pe_only_1,likert_high_a_03_pe_only_2,likert_high_a_03_pe_only_3,likert_high_a_03_hybrid_1,likert_high_a_03_hybrid_2,likert_high_a_03_hybrid_3,likert_high_a_07_unsteered_1,likert_high_a_07_unsteered_2,likert_high_a_07_unsteered_3,likert_high_a_07_repe_only_1,likert_high_a_07_repe_only_2,likert_high_a_07_repe_only_3,likert_high_a_07_pe_only_1,likert_high_a_07_pe_only_2,likert_high_a_07_pe_only_3,likert_high_a_07_hybrid_1,likert_high_a_07_hybrid_2,likert_high_a_07_hybrid_3,likert_low_a_07_unsteered_1,likert_low_a_07_unsteered_2,likert_low_a_07_unsteered_3,likert_low_a_07_repe_only_1,likert_low_a_07_repe_only_2,likert_low_a_07_repe_only_3,likert_low_a_07_pe_only_1,likert_low_a_07_pe_only_2,likert_low_a_07_pe_only_3,likert_low_a_07_hybrid_1,likert_low_a_07_hybrid_2,likert_low_a_07_hybrid_3,likert_low_a_03_unsteered_1,likert_low_a_03_unsteered_2,likert_low_a_03_unsteered_3,likert_low_a_03_repe_only_1,likert_low_a_03_repe_only_2,likert_low_a_03_repe_only_3,likert_low_a_03_pe_only_1,likert_low_a_03_pe_only_2,likert_low_a_03_pe_only_3,likert_low_a_03_hybrid_1,likert_low_a_03_hybrid_2,likert_low_a_03_hybrid_3,likert_mixed_05_unsteered_1,likert_mixed_05_unsteered_2,likert_mixed_05_unsteered_3,likert_mixed_05_repe_only_1,likert_mixed_05_repe_only_2,likert_mixed_05_repe_only_3,likert_mixed_05_pe_only_1,likert_mixed_05_pe_only_2,likert_mixed_05_pe_only_3,likert_mixed_05_hybrid_1,likert_mixed_05_hybrid_2,likert_mixed_05_hybrid_3,CLIENT_start,TIME_start,TIME_end,TIME_total
s.53b36dfe-bbd7-48e9-8046-04669bd204c6.txt,29,3,A secret third thing,5,5,4,5,3,5,5,2,3,5,5,5,6,5,4,6,6,6,5,5,6,4,3,5,6,4,5,6,6,5,5,4,5,5,3,5,6,5,3,5,3,5,6,6,6,5,3,3,2,2,2,5,5,5,6,5,5,4,3,5,3,2,1,3,3,5,5,5,3,5,5,5,3,3,3,5,5,5,5,2,3,3,5,5,5,3,5,4,5,5,5,5,3,5,3,3,5,5,5,5,5,5,2,2,3,5,3,5,3,3,3,5,6,5,2,2,1,3,3,2,5,2,2,5,5,5,3,3,3,5,3,3,6,6,6,6,6,5,5,5,4,5,3,5,5,6,5,5,5,5,5,3,5,3,2,2,5,5,6,3,5,5,5,5,5,3,2,5,2026-07-10-15-01,2026-07-10-07-01,2026-07-10-07-27,26
s.5795e814-8949-45d0-a148-a9950b078763.txt,23,1,"",5,2,5,5,6,6,5,1,1,6,6,6,7,7,7,7,7,7,5,3,7,3,2,3,6,5,5,5,5,6,6,5,5,6,3,6,6,2,5,3,2,5,2,3,6,3,5,5,5,2,6,5,6,7,5,5,6,1,2,3,6,3,6,5,1,6,2,3,6,1,2,6,2,5,5,1,3,6,2,3,6,1,2,6,5,6,6,5,5,6,6,5,5,3,3,3,5,5,6,5,3,5,3,5,5,5,3,5,6,3,5,2,2,6,3,2,1,5,3,5,3,3,6,2,3,6,6,5,4,2,3,6,3,5,6,6,5,6,2,5,6,5,5,6,6,6,6,6,6,6,6,6,6,5,3,3,5,5,6,5,4,6,4,3,3,2,2,6,2026-07-10-22-03,2026-07-10-12-03,2026-07-10-12-34,31
s.5a68c4d3-20d2-4214-90e7-576131fdd438.txt,29,1,"",4,3,6,6,5,6,6,2,2,6,3,5,6,2,6,7,7,7,6,7,7,5,6,6,7,2,2,6,7,6,6,2,6,6,5,6,6,2,3,6,3,5,6,5,6,6,3,6,6,6,6,5,6,6,5,6,7,6,6,6,6,2,2,2,2,6,6,6,6,3,6,6,6,2,6,6,6,6,6,3,6,5,2,6,6,4,6,2,6,7,5,5,3,5,5,1,5,6,6,6,5,6,3,5,3,6,6,6,6,3,6,6,6,6,6,2,2,6,6,6,6,2,6,6,6,6,6,4,6,6,6,6,6,1,2,6,5,5,6,5,6,6,5,5,6,6,6,6,2,6,6,2,4,5,2,1,6,3,6,2,2,6,5,2,3,2,2,6,2026-07-10-17-15,2026-07-10-07-46,2026-07-10-08-08,22
s.63051b76-b69d-4006-aaec-2e0755d686de.txt,36,3,nonbinary,6,6,6,6,6,6,6,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,2,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,2,6,6,6,6,6,6,2,5,6,2,4,6,2,6,7,6,6,2,2,6,6,6,6,1,6,6,2,4,6,3,2,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,2,2,6,6,4,6,6,3,6,6,6,6,6,6,6,4,4,6,2,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,2,3,1,4,2,2026-07-11-21-10,2026-07-12-01-10,2026-07-12-01-27,17
s.65ae3082-0522-4f1d-b4a9-d489cbe2757a.txt,26,1,"",6,5,5,6,5,6,6,5,2,6,6,6,6,3,3,6,6,6,6,6,6,6,5,6,6,4,7,6,7,6,7,7,7,6,2,6,6,3,7,6,6,7,5,6,7,4,2,6,6,2,6,6,5,6,6,6,6,6,2,3,6,6,6,3,3,6,5,2,3,5,4,6,5,2,6,6,5,6,6,6,6,3,4,6,6,6,6,6,6,6,6,6,6,7,6,6,7,7,7,7,7,7,3,2,3,5,3,6,6,5,7,6,6,7,6,5,6,6,6,7,6,5,6,6,6,6,5,3,6,6,5,6,6,3,6,6,6,6,6,2,6,6,6,6,6,6,6,3,5,7,6,6,6,5,4,3,6,6,6,6,6,6,6,3,6,2,6,6,2026-07-10-00-41,2026-07-10-07-41,2026-07-10-08-16,35
s.6697754b-650a-488e-b83a-006ab452976d.txt,27,2,"",5,5,2,6,6,6,3,5,2,5,5,5,5,5,3,6,6,5,6,6,6,4,2,5,5,5,3,3,4,5,6,6,3,6,6,5,5,5,5,2,4,5,6,6,6,7,6,6,5,5,6,6,6,5,7,6,5,6,6,5,5,5,3,5,5,7,6,6,6,2,3,6,4,4,4,2,2,5,5,6,4,4,4,4,7,7,6,6,6,7,6,6,4,5,5,3,6,6,6,6,6,6,5,5,3,3,3,4,5,4,5,6,5,6,5,4,2,6,5,5,6,6,6,3,3,6,4,4,4,5,5,4,3,3,5,5,5,4,5,5,4,6,6,3,6,6,7,5,6,6,4,5,6,4,6,3,5,5,5,5,5,5,5,5,2,2,3,6,2026-07-11-10-24,2026-07-11-02-24,2026-07-11-02-59,35
s.6a3f4c24-fc0a-4dd3-902e-9c3c9bffad8b.txt,60,1,"",7,7,7,6,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,7,7,7,7,6,5,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,7,6,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,6,2,7,7,6,2,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,7,7,6,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2026-07-12-09-59,2026-07-12-01-59,2026-07-12-03-00,61
s.6bb7ece2-ddc7-4c5b-9c43-a7ebafc11ee9.txt,58,2,"",2,2,2,6,6,6,6,6,6,3,3,2,6,6,2,6,6,2,2,2,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,5,4,6,5,4,6,6,6,6,7,6,6,6,6,2,3,2,6,2,6,6,7,7,6,1,1,1,2,6,6,1,1,6,7,7,6,1,6,6,6,2,6,5,1,6,1,1,6,1,2,6,5,6,6,1,6,6,6,2,6,5,5,6,6,6,6,2,2,2,2,2,2,2,2,6,6,6,6,2,2,2,6,6,6,5,5,2,1,2,6,5,5,2,6,5,6,6,6,6,2,2,6,2,6,2,6,6,2,5,5,2,2,5,2,5,6,2,6,6,6,6,6,6,6,6,6,2,2,6,1,1,2,2026-07-11-10-12,2026-07-11-02-12,2026-07-11-02-59,47
s.741b4f96-401a-4f64-87f5-8c070b9fb310.txt,39,2,"",6,6,6,6,5,6,6,3,6,6,3,6,6,2,6,6,5,6,6,3,6,6,2,6,6,5,6,6,3,5,6,3,6,6,5,6,5,3,5,6,5,6,6,6,6,6,2,6,6,5,6,6,5,6,6,6,6,6,6,6,6,5,6,3,3,6,6,5,6,5,2,5,6,6,6,6,5,6,6,5,3,6,5,6,6,5,6,6,3,6,6,3,3,5,3,5,6,5,6,6,5,5,5,5,5,6,5,6,6,5,6,6,6,6,6,5,2,5,6,3,6,5,6,6,6,6,6,5,6,5,5,6,6,2,2,6,5,5,6,6,6,6,6,6,6,6,6,6,2,6,5,3,5,3,2,2,6,6,6,6,6,5,5,5,2,5,3,5,2026-07-11-21-58,2026-07-11-11-58,2026-07-11-12-14,16
s.7b2794cd-bd4e-47cf-b54f-ee443ad6ccfb.txt,33,1,"",2,1,2,6,6,6,2,1,2,6,6,6,6,2,2,6,6,6,4,5,6,6,2,5,7,7,6,3,3,6,6,6,6,5,5,6,6,6,6,2,5,6,6,5,2,6,1,6,2,1,2,1,1,6,6,5,6,6,5,6,3,1,1,2,2,6,6,6,6,1,5,7,4,3,6,3,3,6,6,6,6,2,2,6,6,6,7,6,6,6,3,1,3,2,1,2,5,5,6,6,7,6,3,1,5,3,1,6,6,5,6,4,5,6,4,3,3,6,5,6,2,1,6,4,1,4,6,6,6,5,1,6,6,6,6,6,5,6,6,6,6,6,5,6,7,7,6,4,4,6,5,1,5,2,1,2,5,2,6,6,6,6,1,1,2,1,1,2,2026-07-11-18-07,2026-07-11-10-07,2026-07-11-10-29,22
s.7b74e3bf-e516-4afc-be61-b3eb9b23e28c.txt,62,2,"",6,4,4,5,5,5,6,5,4,4,4,5,6,6,5,6,6,6,5,5,6,6,6,6,6,5,4,6,5,5,5,4,4,6,6,3,4,3,1,5,2,4,5,5,4,6,5,4,6,5,5,2,4,5,5,4,4,6,4,4,5,4,4,4,4,6,6,4,3,4,5,4,4,1,4,4,4,4,5,4,4,4,4,4,6,6,4,4,4,4,5,5,4,4,4,5,6,6,6,6,6,4,6,1,4,6,1,4,6,6,4,5,4,4,6,5,5,4,1,4,5,5,4,5,5,5,4,1,4,4,1,4,5,5,5,4,4,4,4,3,5,4,1,4,6,6,5,4,5,4,6,5,4,4,2,4,6,5,5,4,3,4,4,3,4,3,4,4,2026-07-10-20-30,2026-07-10-10-30,2026-07-10-11-33,63
s.7c3cde72-edb0-4689-9069-89fb668297dd.txt,58,1,"",1,1,2,6,6,4,2,2,2,6,6,4,6,4,2,6,6,4,2,2,6,6,6,4,5,5,4,5,5,4,2,2,4,7,6,4,6,6,6,6,2,4,6,6,4,2,2,6,6,6,4,1,2,6,6,4,2,6,3,2,2,2,5,1,1,2,6,6,6,2,5,6,6,6,4,3,4,6,6,4,6,2,4,6,6,6,4,5,5,6,7,5,4,3,1,2,6,6,2,6,6,2,5,3,2,3,3,2,2,2,4,1,2,4,2,2,4,2,2,4,6,6,4,2,2,5,5,6,6,6,6,6,6,6,4,6,6,4,6,6,4,6,6,6,5,5,6,1,2,6,6,6,6,1,1,6,6,4,2,5,5,4,3,3,6,2,5,6,2026-07-11-10-12,2026-07-11-02-12,2026-07-11-04-42,150
s.857544bf-b5a1-40d3-af54-514e8ce4cd1a.txt,42,3,mysterious,6,2,3,6,4,5,6,2,2,6,1,4,7,4,3,7,6,6,7,6,6,7,1,5,7,6,6,7,6,6,7,6,6,6,5,6,6,3,3,6,3,4,5,3,5,5,2,2,6,3,6,5,2,4,6,4,5,4,2,3,6,6,6,4,4,6,3,5,6,2,3,6,6,5,6,5,5,7,5,5,7,2,6,7,7,6,6,3,5,6,7,5,6,6,5,3,7,6,6,7,6,6,6,5,2,6,2,5,6,5,6,5,5,6,5,3,2,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,5,5,3,5,6,4,5,6,4,6,6,6,6,2,5,3,6,4,4,6,1,1,7,6,6,7,6,6,6,6,2,3,5,6,2026-07-10-10-33,2026-07-10-15-33,2026-07-10-16-08,35
s.8749343e-7c72-4114-a05e-ce18b1739080.txt,25,1,"",7,6,6,6,5,7,5,3,1,7,7,7,6,3,3,7,7,7,3,5,7,7,6,7,6,3,3,7,7,7,7,7,7,6,2,7,7,6,5,7,4,6,7,6,7,3,3,7,7,6,6,4,7,7,7,6,7,5,4,3,6,7,6,3,2,7,5,3,7,2,2,7,7,7,7,3,7,7,7,6,7,2,7,7,7,7,7,6,6,7,6,6,5,3,3,2,7,5,6,7,5,7,2,2,6,5,3,6,3,1,7,1,5,7,1,1,7,7,6,7,6,3,7,7,5,7,6,7,6,6,2,3,3,1,2,6,3,7,7,7,7,7,7,7,7,7,7,5,5,7,7,6,7,5,1,1,6,6,6,5,2,6,7,7,6,3,2,7,2026-07-10-08-14,2026-07-10-15-14,2026-07-10-15-50,36
s.9875bf7f-47ca-43fd-a8de-77e3d215b5f7.txt,28,2,"",7,5,6,6,2,7,5,6,3,7,6,6,6,3,6,7,6,7,3,6,7,5,1,7,7,7,6,4,7,7,6,5,6,6,3,7,7,3,6,6,4,6,5,4,3,4,2,4,5,4,7,6,3,7,6,5,7,5,3,7,4,2,1,4,5,7,7,5,4,3,5,7,7,6,6,5,5,7,6,4,7,5,7,7,6,3,6,6,4,7,6,6,4,6,5,4,7,7,6,7,6,7,7,4,7,6,2,7,2,6,7,4,6,7,6,5,5,6,5,7,7,5,7,5,5,7,6,6,7,3,6,7,6,3,7,6,3,7,6,5,7,4,1,7,6,3,7,2,5,7,6,2,4,2,5,3,7,7,7,7,7,6,5,7,6,6,5,6,2026-07-10-18-49,2026-07-10-09-19,2026-07-10-09-48,29
s.a20c4e7f-7941-48ff-acf5-105044541a5e.txt,25,1,"",7,7,7,5,2,6,6,3,7,6,7,7,6,5,2,7,7,7,7,7,7,5,2,6,7,7,6,6,4,5,6,3,4,5,4,6,7,7,4,7,6,4,1,2,1,6,6,2,2,2,4,5,3,6,7,6,6,6,4,6,7,7,7,1,6,4,6,3,4,2,3,6,7,7,6,1,5,5,3,4,4,5,3,4,7,7,7,6,3,6,7,7,7,7,7,7,5,2,5,7,7,7,7,7,7,6,6,7,7,6,4,2,2,4,7,7,7,7,7,7,5,5,6,6,7,6,6,5,6,7,6,4,5,3,5,5,2,4,6,5,5,6,6,4,4,4,6,4,4,6,7,7,6,2,4,4,6,1,4,2,1,4,7,7,6,1,1,4,2026-07-10-10-41,2026-07-10-17-41,2026-07-10-18-51,70
s.a75182ca-43b8-4a12-8f58-c25c46a00e12.txt,28,1,"",7,7,6,6,5,6,5,6,1,6,6,2,6,1,2,7,5,6,7,6,4,5,3,6,5,2,3,5,4,2,6,6,5,7,7,6,5,1,5,6,2,6,6,6,6,7,5,6,7,7,7,5,6,7,7,7,6,7,6,6,2,5,4,4,1,7,6,2,5,5,1,6,6,3,7,4,5,7,6,4,6,2,2,7,6,5,7,2,6,7,6,6,5,5,3,5,5,5,6,6,7,6,7,6,3,6,3,5,6,5,6,7,6,7,4,3,1,6,4,6,6,2,6,6,3,6,6,1,5,6,2,4,5,2,4,7,6,7,7,7,6,6,6,6,7,7,7,7,6,6,7,7,6,7,6,1,7,7,5,5,7,7,7,6,6,5,6,7,2026-07-10-08-33,2026-07-10-07-33,2026-07-10-09-35,122
s.aa862b43-88d1-469e-9258-e7051f4a4230.txt,34,2,"",6,6,6,6,5,6,5,2,2,4,2,3,5,2,3,6,6,6,5,3,5,3,1,4,5,2,6,5,3,6,5,2,6,5,3,5,4,2,3,4,2,4,5,2,5,3,1,5,2,2,3,2,1,4,2,1,4,3,1,4,4,1,1,1,1,4,5,2,3,2,1,4,2,1,5,5,1,5,3,1,2,4,3,5,6,6,6,3,5,6,5,2,2,2,1,2,3,5,6,6,2,6,2,2,5,5,3,5,4,1,3,4,1,5,2,1,1,3,1,5,4,1,5,3,2,5,4,1,3,3,1,2,6,3,7,6,2,6,6,5,6,5,2,5,6,6,6,4,3,4,3,2,5,2,2,5,5,2,5,4,2,3,3,2,4,4,2,5,2026-07-10-19-03,2026-07-10-09-03,2026-07-10-09-31,28
s.b066395e-52fe-4dd3-a149-83e7a5aeb738.txt,33,1,"",2,2,3,6,6,6,3,3,2,6,6,6,5,5,5,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,3,3,4,6,6,6,3,3,4,3,3,4,6,6,6,6,6,5,4,4,5,4,4,4,3,3,4,5,5,6,3,3,4,5,5,4,3,3,3,3,2,4,6,6,6,5,5,6,5,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,4,5,5,6,2,2,2,2,2,4,2,2,4,3,3,3,3,3,4,5,5,6,5,5,6,6,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,5,5,4,3,3,4,4,4,4,3,2,2,3,4,4,2026-07-11-11-42,2026-07-11-02-43,2026-07-11-03-11,28
s.b09a7fa4-7588-4ff0-979c-a4a75aadfd07.txt,27,2,"",2,2,1,5,5,4,3,2,1,3,2,2,3,5,3,4,3,6,2,5,3,5,2,3,2,4,1,5,3,2,2,2,1,3,3,2,3,2,3,5,5,6,5,2,6,6,4,6,5,5,3,4,6,4,6,6,5,5,5,3,6,3,6,2,2,6,7,5,3,2,1,7,4,3,2,3,3,6,5,5,5,4,6,7,5,2,2,5,5,7,2,2,1,1,1,1,4,4,5,5,2,3,2,2,1,5,3,3,6,3,5,5,3,6,3,3,2,4,3,5,6,2,6,6,1,6,4,4,5,1,1,7,5,5,3,6,3,6,6,5,6,6,6,6,5,5,6,4,5,7,2,2,1,1,1,1,6,4,3,3,2,2,3,3,3,3,3,2,2026-07-10-15-14,2026-07-10-07-15,2026-07-10-07-35,20
s.baa4668f-1497-4ac2-985d-32c5ca9762ca.txt,27,2,"",6,3,3,6,6,7,7,6,3,7,7,4,7,7,6,7,7,6,6,6,7,2,3,4,3,1,3,7,6,6,5,2,3,6,5,6,1,1,1,6,6,5,6,5,5,6,1,3,2,2,7,5,6,7,7,6,7,2,2,4,1,1,1,1,1,6,7,5,5,5,5,7,2,1,1,7,7,7,2,2,2,1,1,3,7,6,6,6,6,7,6,5,3,3,2,3,7,7,5,7,7,5,3,4,2,5,3,5,3,2,3,7,7,6,3,1,1,5,2,3,7,6,7,7,7,7,5,1,6,5,6,7,6,1,3,7,7,6,7,7,7,7,5,6,6,3,7,3,5,6,7,6,5,1,1,1,7,7,6,2,1,2,1,1,1,2,1,6,2026-07-10-09-48,2026-07-10-16-48,2026-07-10-17-08,20
s.c5b99f46-0091-42a2-b017-f58dac487bc5.txt,45,1,"",7,6,6,7,5,6,7,2,2,7,5,4,6,5,6,6,5,6,6,6,7,6,2,6,4,2,6,3,6,6,7,3,4,7,6,7,6,2,6,3,3,6,6,3,3,2,1,6,7,3,5,3,4,4,7,5,5,6,2,6,6,5,6,4,6,7,6,2,4,3,7,7,4,2,6,2,5,7,6,4,6,5,7,7,6,4,7,5,5,7,6,4,3,6,5,4,7,5,6,6,3,6,7,6,6,5,2,4,6,6,6,2,6,7,6,5,5,7,4,6,6,5,6,6,7,7,5,6,7,1,7,7,7,4,6,5,3,6,7,5,5,6,4,5,7,7,7,3,6,7,6,6,6,2,2,3,5,6,7,6,6,7,5,2,1,1,3,2,2026-07-11-21-26,2026-07-12-04-26,2026-07-12-05-03,37
s.c89d6ef4-a616-476b-8488-9e4ff4f053e1.txt,31,2,"",7,7,1,7,7,7,1,1,1,1,1,1,7,7,1,7,7,7,7,7,7,7,7,7,1,1,1,1,7,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,7,7,1,7,7,7,7,7,7,7,7,1,7,1,1,7,1,1,1,1,1,1,1,1,7,7,7,7,7,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,7,7,7,7,1,7,7,7,1,7,1,1,7,1,1,7,7,7,7,1,1,1,7,1,1,1,1,1,1,1,7,7,7,1,1,1,1,1,1,7,1,7,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,1,1,1,7,1,1,7,7,7,1,7,7,1,1,1,2026-07-10-14-36,2026-07-10-06-36,2026-07-10-07-06,30
s.caf5039b-ea69-4d97-ac36-ec690f375ac5.txt,23,2,"",7,7,7,7,5,7,5,3,2,6,6,5,6,2,3,7,7,7,7,6,7,5,3,7,6,3,3,7,6,6,6,3,5,5,1,5,6,3,3,5,6,6,7,6,6,6,5,7,5,5,7,2,4,7,7,3,6,5,3,6,6,5,7,3,2,7,5,6,5,4,3,7,7,6,7,6,7,7,7,5,5,3,5,7,5,3,7,3,7,7,4,2,3,4,1,3,7,5,7,7,6,7,5,3,5,6,5,5,7,7,7,6,7,7,5,3,5,7,6,7,7,5,7,7,7,7,5,6,6,3,6,7,6,7,7,5,3,7,7,7,7,5,3,7,7,7,7,3,6,5,3,3,2,1,1,1,7,7,7,5,5,7,5,3,3,2,6,7,2026-07-10-19-55,2026-07-10-09-55,2026-07-10-12-42,167
s.cd9b2eb1-fe8c-465e-84e5-6cafbbcaec4c.txt,53,1,"",5,6,3,6,3,6,3,3,1,6,5,5,5,4,2,6,7,6,6,5,4,2,2,3,5,3,5,6,4,5,4,3,4,5,5,5,4,3,4,5,6,5,6,5,5,3,2,5,3,3,3,5,5,6,5,5,5,3,2,5,1,2,2,3,1,6,5,4,3,3,2,4,6,5,4,6,3,3,6,4,4,3,3,5,3,1,4,5,5,6,6,6,6,3,2,2,5,4,5,5,3,5,6,6,5,6,3,5,4,4,5,5,1,5,3,3,4,2,3,3,5,3,5,5,2,4,3,1,5,5,2,5,5,6,5,5,3,4,6,5,6,4,3,5,6,5,5,5,3,5,5,4,4,5,2,5,3,3,4,4,2,4,4,5,4,4,5,3,2026-07-10-17-35,2026-07-10-07-35,2026-07-10-08-21,46
s.dacb233f-ab63-4a2a-9446-e66378e84532.txt,23,1,"",6,3,6,6,4,6,6,2,6,6,2,6,6,3,6,6,4,6,6,4,6,6,2,6,6,2,6,3,1,6,6,2,6,6,2,4,6,3,6,6,2,6,6,2,6,6,2,6,6,6,6,6,6,6,2,2,6,6,2,4,6,2,6,6,2,7,6,2,6,6,3,6,6,2,6,4,4,6,5,3,6,6,6,6,3,3,6,3,2,6,6,2,6,6,2,6,6,1,6,6,2,6,6,2,6,6,2,6,6,2,6,6,1,6,6,2,2,6,2,6,6,2,6,6,3,6,6,3,6,6,3,6,6,2,5,6,2,5,6,2,6,6,6,6,6,7,6,4,6,6,6,2,6,6,2,6,6,6,6,2,2,6,3,2,6,2,2,6,2026-07-10-09-11,2026-07-10-09-11,2026-07-10-09-49,38
s.db54f91d-852e-4da6-a37f-72de5ceb9dd6.txt,29,1,"",7,3,1,7,5,6,6,1,1,7,3,2,7,2,3,7,6,6,7,7,7,7,2,5,7,6,6,7,7,7,7,6,6,7,6,6,6,3,5,6,5,6,7,5,7,6,1,4,6,5,5,7,2,6,7,6,6,7,2,4,5,3,2,4,2,4,6,5,7,7,7,7,7,5,6,7,2,7,7,5,6,6,5,6,7,1,7,7,6,7,6,2,1,6,1,1,7,7,7,7,7,7,7,7,7,7,6,7,7,6,6,7,7,7,6,3,1,7,3,5,7,5,5,7,5,7,7,5,2,7,5,6,7,6,6,7,3,6,7,7,6,7,5,6,7,6,6,7,6,6,6,2,1,6,1,1,7,7,6,7,6,6,6,2,1,6,3,7,2026-07-10-03-02,2026-07-10-10-02,2026-07-10-10-33,31
